	NE_num	file	genre	num_words	rubric
661	1	52957.txt	Лекции	175	Язык
662	2	35426.txt	Лекции	1306	Экономика
664	4	60752.txt	Лекции	5112	История
665	1	company_audiomania_blog_251148.txt	Блоги	494	Технологии
666	2	nplus1.ru-blog-2017-04-27-Naledi.txt	Блоги	1077	Биология
667	7	65827.txt	Лекции	1780	Культура
668	1	2012_10_04_zaliznyak_.txt	Лекции	5108	Язык
669	1	48953.txt	Лекции	1274	Физика
670	1	46431.txt	Лекции	1275	Культура
671	1	23335.txt	Лекции	156	Физика
672	1	52244.txt	Лекции	1544	Биология
673	3	30270.txt	Лекции	1952	Математика
674	1	78162.txt	Блоги	781	Технологии
675	1	78162.txt	Лекции	1953	Физика
676	4	company_genotek_blog_282926.txt	Блоги	1584	Физиология человека
677	3	2009_06_25_crisis_.txt	Лекции	12142	Политология
678	2	2008_10_28_krisis_.txt	Лекции	5597	Общее
679	1	41193.txt	Лекции	2144	Космос
680	7	nplus1.ru-blog-2017-03-31-price-revolution.txt	Блоги	839	История
681	3	15579.txt	Лекции	1999	Социология
682	1	49466.txt	Лекции	4160	Культура
683	1	company_icover_blog_265412.txt	Блоги	1947	Технологии
684	2	29033.txt	Лекции	3186	Космос
685	4	45554.txt	Лекции	1327	Философия
686	1	nplus1.ru-blog-2016-05-11-New-maya-discovery.txt	Блоги	763	Общее
687	6	2006_07_12_trenin_.txt	Лекции	9227	Политология
688	3	52029.txt	Лекции	913	Общее
689	3	company_dronk_blog_277914.txt	Блоги	673	Общее
690	1	59199.txt	Лекции	1552	История
691	1	33684.txt	Лекции	1634	Химия
692	1	company_genotek_blog_283340.txt	Блоги	1061	Физиология человека
693	3	75296.txt	Лекции	1609	Социология
694	1	40884.txt	Лекции	1272	Физиология человека
695	6	2007_02_05_yuryev_.txt	Лекции	11404	Социология
696	1	70512.txt	Лекции	3382	Биология
697	3	27970.txt	Лекции	840	Физика
698	2	67150.txt	Лекции	880	История
699	1	53945.txt	Лекции	1565	Психология
700	1	60311.txt	Лекции	1100	Общее
701	1	51501.txt	Лекции	1355	Биология
702	1	11357.txt	Лекции	1299	Социология
705	1	5602.txt	Лекции	382	Биология
706	2	32764.txt	Лекции	2921	Физика
707	1	48015.txt	Лекции	1379	Социология
708	5	2006_11_02_shnol_.txt	Лекции	9838	Социология
709	4	11616.txt	Лекции	1185	Биология
710	1	35002.txt	Лекции	707	Физика
711	6	2013_10_20_levin_.txt	Лекции	21795	Культура
712	1	company_lakhtacenter_blog_291413.txt	Блоги	1720	Культура
713	2	nplus1.ru-blog-2015-08-28-arkadystrugatsky90.txt	Блоги	89	Общее
714	2	2011_11_14_rubl_.txt	Лекции	8135	Социология
715	4	2006_03_06_aleksandrov_.txt	Лекции	14407	Социология
716	2	42329.txt	Лекции	1068	Экономика
717	11	company_balrobotov_blog_252876.txt	Блоги	2320	Футурология
718	1	nplus1.ru-blog-2017-06-02-Direct-carbon-date.txt	Блоги	451	Общее
719	3	15749.txt	Лекции	1277	История
721	1	74383.txt	Лекции	1916	Психология
722	3	nplus1.ru-blog-2016-12-20-coincidences.txt	Блоги	1118	Общее
723	1	nplus1.ru-blog-2017-03-02-astroprognosis-2017-03mar.txt	Блоги	53	Общее
724	1	company_mailru_blog_264446.txt	Блоги	2249	Общее
725	2	2015_03_14_north_korea_.txt	Лекции	11018	Культура
726	10	2006_12_18_auzan_.txt	Лекции	14270	Социология
727	1	nplus1.ru-blog-2016-11-23-Neirosci-13.txt	Блоги	475	Биология
728	1	46899.txt	Лекции	744	Физика
729	2	nplus1.ru-blog-2016-01-14-neuro.txt	Блоги	1054	Биология
730	3	44504.txt	Лекции	2520	Космос
731	9	17355.txt	Лекции	4781	История
732	8	2010_02_18_leibov_.txt	Лекции	9446	Язык
733	4	company_piter_blog_276866.txt	Блоги	1379	Физиология человека
735	2	47298.txt	Лекции	1513	Биология
736	1	company_misis_blog_287402.txt	Блоги	477	Биология
737	1	nplus1.ru-blog-2017-06-06-three-element-money.txt	Блоги	328	История
738	3	58453.txt	Лекции	1480	Физика
739	1	77175.txt	Лекции	1400	История
740	6	10361.txt	Лекции	3760	Космос
741	1	71195.txt	Лекции	87	Язык
742	2	2009_01_06_ucraine_.txt	Лекции	4630	История
743	4	company_misis_blog_279804.txt	Блоги	430	Физика
744	3	nplus1.ru-blog-2015-11-17-yasnov.txt	Блоги	2019	Общее
745	1	nplus1.ru-blog-2017-03-27-plain-mountain-people-difference.txt	Блоги	887	Биология
746	2	48331.txt	Лекции	4130	Социология
747	4	company_audiomania_blog_249254.txt	Блоги	678	Технологии
748	13	2016_09_17_vinogradov_lecture_.txt	Лекции	8835	История
749	9	77489.txt	Лекции	2974	Космос
750	2	71443.txt	Лекции	525	Химия
751	1	74837.txt	Лекции	1282	Философия
752	3	22678.txt	Лекции	3944	История
753	2	69577.txt	Лекции	2191	Культура
755	3	79186.txt	Лекции	1054	Физика
756	2	68931.txt	Лекции	697	Биология
757	2	58727.txt	Лекции	1554	Общее
758	3	40519.txt	Лекции	1055	Язык
759	2	company_audiomania_blog_270562.txt	Блоги	576	Физиология человека
760	2	27848.txt	Лекции	264	Социология
761	1	company_mailru_blog_290055.txt	Блоги	240	Общее
762	1	67969.txt	Лекции	1796	История
763	1	74647.txt	Блоги	1208	Технологии
764	1	74647.txt	Лекции	936	Экономика
765	1	6295.txt	Лекции	889	Химия
766	1	6295.txt	Лекции	843	История
767	3	467.txt	Блоги	1698	Общее
769	3	467.txt	Лекции	205	Биология
770	3	467.txt	Лекции	446	Биология
771	3	467.txt	Лекции	2008	Культура
772	3	467.txt	Лекции	2436	Биология
773	3	467.txt	Лекции	85	Общее
774	7	company_audiomania_blog_242881.txt	Блоги	1971	Технологии
775	1	company_vertdider_blog_263300.txt	Блоги	56	Физика
776	1	48476.txt	Лекции	1105	Биология
778	1	2732.txt	Лекции	624	Биология
779	1	2732.txt	Лекции	2272	Философия
780	3	56306.txt	Лекции	1761	История
781	1	43684.txt	Лекции	1024	Язык
782	1	63321.txt	Лекции	1299	Общее
783	3	73755.txt	Лекции	1295	Физика
784	2	nplus1.ru-blog-2015-09-10-Mike-the-Headless-Chicken.txt	Блоги	723	Общее
785	1	2012_03_01_anons_kalinin_.txt	Лекции	335	Политология
786	1	62591.txt	Лекции	822	Биология
787	1	company_vertdider_blog_241164.txt	Блоги	211	Космос
788	3	11358.txt	Лекции	4519	Социология
789	9	2015_09_19_yarov_lecture_.txt	Лекции	13988	История
790	5	79573.txt	Лекции	1095	История
792	1	9644.txt	Лекции	2386	Культура
793	3	55217.txt	Лекции	1139	История
794	2	company_dronk_blog_276342.txt	Блоги	992	Биология
795	10	2005_11_14_pomerants_.txt	Лекции	9936	Общее
796	1	54206.txt	Лекции	310	История
797	2	54175.txt	Лекции	1660	История
798	3	68342.txt	Лекции	1479	Физиология человека
800	5	47202.txt	Лекции	1317	Культура
801	1	25195.txt	Лекции	2868	Биология
802	1	nplus1.ru-blog-2017-03-13-astroprognosis-geolocation.txt	Блоги	85	Общее
803	2	company_dataart_blog_277252.txt	Блоги	1106	Общее
804	4	53228.txt	Лекции	1333	История
805	6	80419.txt	Лекции	2478	Физиология человека
806	2	80984.txt	Лекции	1524	Психология
807	1	55068.txt	Лекции	1640	Язык
808	1	72216.txt	Лекции	1903	Космос
809	1	2012_11_20_vuchic_.txt	Лекции	3242	Технологии
810	6	51028.txt	Лекции	1101	Социология
811	1	48493.txt	Лекции	2124	Социология
812	2	2008_01_17_folklor_.txt	Лекции	7972	Культура
813	3	59987.txt	Лекции	3646	История
814	1	27934.txt	Лекции	293	История
815	1	81984.txt	Лекции	841	Общее
816	10	2004_05_19_auzan_.txt	Лекции	15641	Социология
817	1	23079.txt	Лекции	146	Язык
818	6	43683.txt	Лекции	5876	История
819	3	82201.txt	Лекции	1621	Психология
820	16	28214.txt	Лекции	2582	Социология
821	1	58737.txt	Лекции	899	Философия
822	2	company_audiomania_blog_270068.txt	Блоги	903	Физиология человека
823	1	nplus1.ru-blog-2017-03-09-trilobites-small-eggs.txt	Блоги	781	Общее
824	6	64836.txt	Блоги	1493	Технологии
825	6	64836.txt	Лекции	2290	История
826	9	7538.txt	Лекции	4403	Язык
827	2	29961.txt	Лекции	323	Философия
828	3	64048.txt	Лекции	2380	Биология
829	1	38237.txt	Лекции	900	Общее
830	4	23617.txt	Лекции	1087	Философия
831	1	46559.txt	Лекции	1303	Язык
832	3	68478.txt	Лекции	1251	История
833	7	80212.txt	Лекции	1043	История
834	1	72341.txt	Лекции	1917	Математика
835	5	70631.txt	Лекции	1320	История
836	1	company_makeitlab_blog_290857.txt	Блоги	2803	Общее
837	5	69890.txt	Лекции	2688	Общее
838	1	nplus1.ru-blog-2017-05-23-social-intellect.txt	Блоги	1343	Психология
839	1	nplus1.ru-blog-2015-12-17-BlowinintheWind.txt	Блоги	424	Общее
840	1	2014_03_29_constitution_.txt	Лекции	3267	Политология
841	3	2011_07_21_tanner_.txt	Лекции	10460	Физиология человека
842	2	54112.txt	Лекции	306	Язык
843	2	company_atlas_blog_252182.txt	Блоги	3121	Общее
844	1	4145.txt	Лекции	750	Физиология человека
845	4	company_neuronspace_blog_263222.txt	Блоги	5587	Общее
846	3	23881.txt	Лекции	2911	Биология
847	3	79570.txt	Лекции	2376	Физиология человека
848	2	company_piter_blog_287968.txt	Блоги	1370	Космос
849	6	company_piter_blog_286826.txt	Блоги	1368	Общее
850	8	68442.txt	Лекции	2128	Культура
851	3	50216.txt	Лекции	918	Физиология человека
852	1	51490.txt	Лекции	794	Химия
853	4	20851.txt	Лекции	3739	Философия
854	1	64999.txt	Лекции	1921	История
855	1	56311.txt	Лекции	2338	Общее
856	2	80974.txt	Лекции	3651	Математика
857	1	60751.txt	Лекции	2681	Философия
858	5	18366.txt	Лекции	475	Химия
859	1	49453.txt	Лекции	1554	История
860	2	company_madrobots_blog_292353.txt	Блоги	1149	Общее
861	2	2014_06_22_lecture_kovalev_.txt	Лекции	11200	Космос
862	5	company_audiomania_blog_271368.txt	Блоги	1092	Футурология
863	8	65804.txt	Лекции	2172	Математика
865	4	80066.txt	Лекции	1706	Культура
867	10	26532.txt	Лекции	1266	Философия
868	1	17799.txt	Лекции	2758	История
869	1	71885.txt	Лекции	280	Философия
870	4	nplus1.ru-blog-2015-08-31-haarp.txt	Блоги	1922	Общее
871	2	56618.txt	Лекции	1540	Психология
872	2	2011_11_23_stroganova_anons_.txt	Лекции	320	Биология
873	11	42806.txt	Лекции	3968	История
874	1	14833.txt	Лекции	3144	Общее
875	2	17446.txt	Лекции	1723	Социология
876	3	30680.txt	Лекции	1804	История
877	1	company_icover_blog_263396.txt	Блоги	812	Физика
878	1	63573.txt	Лекции	385	Биология
879	1	company_plarium_blog_264684.txt	Блоги	1015	Технологии
880	1	company_dronk_blog_278108.txt	Блоги	617	Космос
881	1	36436.txt	Лекции	885	Математика
882	2	2012_10_01_selegey_.txt	Лекции	5636	Технологии
883	1	40740.txt	Лекции	1580	Культура
884	1	company_piter_blog_295181.txt	Блоги	1203	Физиология человека
885	1	company_ua-hosting_blog_266780.txt	Блоги	1971	Технологии
886	9	company_pult_blog_284018.txt	Блоги	1539	Физика
887	3	56279.txt	Лекции	4581	Культура
888	2	71205.txt	Лекции	3109	История
889	2	company_misis_blog_290553.txt	Блоги	738	Технологии
890	2	2016_06_18_vlasov_lec2_.txt	Лекции	10919	Физиология человека
891	1	26615.txt	Лекции	5972	Общее
892	3	77333.txt	Лекции	1185	Философия
893	8	2011_12_08_koch_.txt	Лекции	13017	История
894	1	33822.txt	Лекции	1396	История
895	1	60559.txt	Лекции	893	Социология
896	2	company_misis_blog_275650.txt	Блоги	1438	Физика
897	1	5770.txt	Лекции	38	Культура
898	10	nplus1.ru-blog-2015-08-05-fem.txt	Блоги	2542	Общее
899	1	16835.txt	Лекции	1984	Социология
900	1	company_misis_blog_289313.txt	Блоги	999	Биология
901	2	43679.txt	Лекции	1509	Экономика
902	1	31200.txt	Лекции	370	Математика
903	8	2008_12_29_nation_.txt	Лекции	6851	История
904	1	nplus1.ru-blog-2015-10-19-gaygenegeit.txt	Блоги	1133	Общее
905	2	company_friifond_blog_266312.txt	Блоги	997	Космос
906	1	50406.txt	Лекции	2039	Социология
907	7	2008_12_24_langmind_.txt	Лекции	6699	Язык
908	2	2011_12_05_Bayley_.txt	Лекции	11589	Социология
909	1	46031.txt	Лекции	1439	Космос
910	4	22055.txt	Лекции	1096	Общее
911	2	company_piter_blog_285804.txt	Блоги	135	Общее
912	4	2006_01_18_schteiner_.txt	Лекции	11888	Культура
913	5	company_piter_blog_281840.txt	Блоги	171	Космос
914	1	nplus1.ru-blog-2015-11-04-sensory-deprivation.txt	Блоги	539	Биология
915	2	2013_11_17_hohlov_.txt	Лекции	11192	Химия
916	3	38481.txt	Лекции	2200	Культура
917	2	company_icover_blog_273296.txt	Блоги	1846	Физика
918	4	10116.txt	Лекции	2655	Социология
919	1	54694.txt	Лекции	1747	Социология
920	1	company_icover_blog_273626.txt	Блоги	1312	Физиология человека
922	10	8152.txt	Лекции	2379	Космос
923	1	32753.txt	Лекции	1787	Социология
924	15	2010_03_23_history_.txt	Лекции	11131	История
925	1	company_asus_blog_270940.txt	Блоги	834	Computer Science
926	3	80200.txt	Лекции	1441	Общее
927	4	69061.txt	Лекции	2562	Биология
928	15	2014_04_27_fradkov_.txt	Лекции	8319	Технологии
929	4	2013_05_16_vibe_.txt	Лекции	11876	Космос
930	3	82551.txt	Лекции	1589	История
931	1	72759.txt	Лекции	2446	Язык
932	2	2009_02_19_crisis_.txt	Лекции	9142	Социология
933	4	76474.txt	Лекции	1778	Физиология человека
934	1	29146.txt	Лекции	2938	История
935	1	51239.txt	Лекции	588	Социология
936	1	46057.txt	Лекции	1181	Общее
937	10	2006_03_28_limonov_.txt	Лекции	8793	Культура
938	4	company_ua-hosting_blog_266828.txt	Блоги	1184	Физика
939	1	54313.txt	Лекции	433	История
940	1	nplus1.ru-blog-2017-04-12-out-of-Earth.txt	Блоги	2341	Общее
941	1	74326.txt	Лекции	905	Химия
942	3	2016_09_26_saburova_anons_.txt	Лекции	319	История
944	5	47204.txt	Лекции	1536	Культура
945	2	58229.txt	Лекции	1262	Общее
946	2	64705.txt	Лекции	1085	Культура
947	1	6719.txt	Лекции	269	Биология
948	1	6719.txt	Лекции	255	История
949	5	68816.txt	Лекции	2050	Психология
950	3	company_mailru_blog_273598.txt	Блоги	924	Биология
951	8	35904.txt	Лекции	3077	Культура
952	1	53298.txt	Лекции	1591	Биология
953	1	5076.txt	Лекции	212	Социология
954	1	5076.txt	Лекции	2698	Культура
955	4	company_wayray_blog_286822.txt	Блоги	1295	Технологии
956	18	62493.txt	Лекции	3181	Математика
957	1	21562.txt	Лекции	231	Культура
958	34	2789.txt	Лекции	10802	История
959	2	23172.txt	Лекции	173	Физиология человека
960	2	36979.txt	Лекции	1797	Физиология человека
961	4	48335.txt	Лекции	1307	Общее
962	1	19459.txt	Лекции	283	Биология
963	2	42611.txt	Лекции	900	Биология
964	1	67054.txt	Лекции	881	Физиология человека
965	2	2005_02_09_naishul_.txt	Лекции	7754	Социология
966	1	nplus1.ru-blog-2016-10-21-Dictyonema-huaorani.txt	Блоги	779	Общее
967	1	38405.txt	Лекции	880	Биология
968	1	company_piter_blog_294727.txt	Блоги	762	Физиология человека
969	5	86.txt	Блоги	2574	Космос
970	5	86.txt	Блоги	546	Физика
971	5	86.txt	Блоги	430	Физика
972	5	86.txt	Блоги	2469	Физика
973	5	86.txt	Блоги	1639	Физиология человека
974	5	86.txt	Блоги	871	Технологии
975	5	86.txt	Блоги	57	Физиология человека
976	5	86.txt	Блоги	17	Физика
977	5	86.txt	Блоги	74	Физиология человека
978	5	86.txt	Блоги	111	Физиология человека
1044	5	86.txt	Лекции	1722	Физиология человека
1045	5	86.txt	Лекции	1592	История
1046	5	86.txt	Лекции	1054	Физика
1047	5	86.txt	Лекции	2950	Культура
1048	5	86.txt	Лекции	1139	Биология
1049	5	86.txt	Лекции	1032	История
1050	5	86.txt	Лекции	1151	Физика
1051	5	86.txt	Лекции	1440	Биология
1052	5	86.txt	Лекции	1346	Общее
1053	5	86.txt	Лекции	324	Биология
1054	5	86.txt	Лекции	190	Физика
1055	5	86.txt	Лекции	174	Физиология человека
1056	5	86.txt	Лекции	1407	Физика
1057	5	86.txt	Лекции	152	Физика
1058	5	86.txt	Лекции	174	Экономика
1059	5	86.txt	Лекции	198	Физика
1060	5	86.txt	Лекции	173	История
1061	5	86.txt	Лекции	228	Психология
1062	5	86.txt	Лекции	237	Физиология человека
1063	5	86.txt	Лекции	415	Физиология человека
1064	5	86.txt	Лекции	201	Социология
1065	5	86.txt	Лекции	257	Химия
1066	5	86.txt	Лекции	395	История
1067	5	86.txt	Лекции	179	Физика
1068	5	86.txt	Лекции	27	Биология
1069	5	86.txt	Лекции	45	Язык
1070	5	86.txt	Лекции	968	Общее
1071	5	86.txt	Лекции	1838	Общее
1072	5	86.txt	Лекции	1844	История
1073	5	86.txt	Лекции	1253	Физика
1074	5	86.txt	Лекции	910	Биология
1075	5	86.txt	Лекции	1147	Общее
1076	5	86.txt	Лекции	1127	Физиология человека
1077	5	86.txt	Лекции	1170	Культура
1078	5	86.txt	Лекции	835	Космос
1079	5	86.txt	Лекции	1338	Экономика
1080	5	86.txt	Лекции	1337	Общее
1081	5	86.txt	Лекции	2880	История
1082	5	86.txt	Лекции	2114	Язык
1083	5	86.txt	Лекции	2565	Культура
1084	5	86.txt	Лекции	3364	Культура
1085	5	86.txt	Лекции	1347	Биология
1086	2	nplus1.ru-blog-2016-04-12-Zimbardo-experiment.txt	Блоги	666	Общее
1087	3	company_audiomania_blog_249090.txt	Блоги	706	Технологии
1088	2	company_wayray_blog_294823.txt	Блоги	1075	Технологии
1089	1	69071.txt	Лекции	937	История
1090	1	2005_05_25_power_.txt	Лекции	7941	Политология
1091	1	73464.txt	Лекции	1676	Математика
1092	1	company_asus_blog_291157.txt	Блоги	1685	Общее
1093	3	2008_07_17_china_.txt	Лекции	11170	Общее
1094	2	58732.txt	Лекции	1273	Общее
1095	1	nplus1.ru-blog-2017-01-26-Fear.txt	Блоги	24	Биология
1096	1	65825.txt	Лекции	1547	История
1097	2	74607.txt	Лекции	921	Физика
1098	1	company_shkolnaya_karta_blog_248690.txt	Блоги	927	Общее
1099	10	73040.txt	Лекции	1885	Язык
1100	10	2006_11_21_peskov_.txt	Лекции	9409	История
1101	2	23834.txt	Лекции	172	Философия
1102	1	81474.txt	Лекции	1614	История
1103	14	2008_02_22_russia_.txt	Лекции	9887	История
1104	3	52406.txt	Лекции	1148	Философия
1105	4	company_pult_blog_283548.txt	Блоги	1059	Физика
1106	4	company_audiomania_blog_271194.txt	Блоги	1374	Технологии
1107	1	company_mailru_blog_245570.txt	Блоги	252	Общее
1108	1	company_vertdider_blog_283386.txt	Блоги	74	Физиология человека
1109	1	77777.txt	Лекции	1773	Физиология человека
1110	1	78142.txt	Лекции	459	Биология
1111	1	34727.txt	Лекции	1979	Культура
1112	1	83258.txt	Лекции	1106	Физика
1113	2	26614.txt	Лекции	2556	Химия
1114	1	54335.txt	Лекции	1097	Биология
1115	4	2004_11_04_rodoman_.txt	Лекции	10303	Науки о земле
1116	6	59446.txt	Лекции	2639	Культура
1117	2	15402.txt	Лекции	819	Биология
1118	1	company_airbnb_blog_243147.txt	Блоги	955	Общее
1119	3	2014_11_16_vlasov_text_.txt	Лекции	10349	Физиология человека
1120	1	78295.txt	Лекции	1683	Философия
1123	1	80500.txt	Лекции	1303	Физика
1124	4	43373.txt	Лекции	1643	История
1125	12	2004_06_18_zorin_.txt	Лекции	10627	История
1126	4	2006_06_18_sergeitzev_.txt	Лекции	7750	Общее
1127	1	30616.txt	Лекции	1062	История
1129	1	72758.txt	Лекции	1607	Биология
1130	2	company_prestigio_blog_263142.txt	Блоги	1002	Технологии
1131	1	66873.txt	Лекции	966	История
1132	4	2006_10_26_yazkova_.txt	Лекции	10995	История
1133	3	24291.txt	Лекции	2067	Экономика
1134	2	30634.txt	Лекции	1028	История
1135	1	nplus1.ru-blog-2017-07-18-AI.txt	Блоги	52	Технологии
1136	1	73656.txt	Лекции	521	История
1137	2	2010_06_22_people_.txt	Лекции	6267	Социология
1138	2	38416.txt	Лекции	1737	История
1139	4	34959.txt	Лекции	7699	Физика
1140	1	nplus1.ru-blog-2016-01-11-Parasites-during-Roman-time.txt	Блоги	641	История
1141	3	4101.txt	Лекции	3506	История
1142	3	82126.txt	Лекции	988	Социология
1143	17	2015_07_25_kabatianski_lecture_.txt	Лекции	8974	Computer Science
1144	1	31113.txt	Лекции	1338	Математика
1145	6	82398.txt	Лекции	2228	Психология
1146	1	63963.txt	Лекции	1067	Физиология человека
1147	2	72756.txt	Лекции	3322	История
1148	3	64345.txt	Лекции	1834	Культура
1149	2	nplus1.ru-blog-2016-09-14-iCow.txt	Блоги	534	Общее
1150	3	45439.txt	Лекции	1276	Культура
1151	2	company_icover_blog_264982.txt	Блоги	1267	Технологии
1152	1	68680.txt	Лекции	113	Язык
1153	4	76194.txt	Лекции	2023	Экономика
1154	1	65339.txt	Лекции	388	Экономика
1155	6	74625.txt	Лекции	2526	Физиология человека
1156	8	2015_11_15_stephenson_lecture_.txt	Лекции	6307	Социология
1157	1	3403.txt	Лекции	36	Язык
1158	1	3403.txt	Лекции	2737	Культура
1159	1	50408.txt	Лекции	1377	Физика
1160	2	46429.txt	Лекции	1296	Культура
1161	1	company_scione_blog_279144.txt	Блоги	1093	Футурология
1162	2	company_misis_blog_291109.txt	Блоги	1224	Биология
1163	11	2009_05_25_auzan_.txt	Лекции	9753	Социология
1164	3	company_scione_blog_278578.txt	Блоги	1007	Футурология
1165	7	52042.txt	Лекции	2240	Космос
1166	2	54397.txt	Лекции	5701	Язык
1167	1	66791.txt	Лекции	1463	Язык
1170	1	7780.txt	Лекции	1507	История
1171	1	7780.txt	Лекции	227	Космос
1172	1	7780.txt	Лекции	25	Физиология человека
1173	3	75422.txt	Лекции	2326	История
1174	3	2006_07_04_kolerov_.txt	Лекции	8749	Социология
1175	5	2007_06_14_ierotop_.txt	Лекции	9874	Культура
1176	9	company_piter_blog_248708.txt	Блоги	773	Космос
1177	2	30662.txt	Лекции	367	Философия
1178	3	17103.txt	Лекции	1452	История
1179	4	company_icover_blog_264070.txt	Блоги	576	Технологии
1180	3	31189.txt	Лекции	1221	Культура
1181	1	2016_02_14_ivanov_lecture_.txt	Лекции	6181	История
1182	3	2013_11_24_surdin_.txt	Лекции	9389	Космос
1183	1	12371.txt	Лекции	36	Философия
1184	1	company_dronk_blog_275958.txt	Блоги	1461	Технологии
1185	2	34828.txt	Лекции	1018	Язык
1186	2	83239.txt	Лекции	1394	Психология
1187	3	2008_12_12_lichnost_.txt	Лекции	11724	Общее
1188	3	40872.txt	Лекции	1461	История
1189	1	43214.txt	Лекции	1514	Психология
1190	2	56829.txt	Лекции	1656	Язык
1191	1	50699.txt	Лекции	1797	Физика
1193	1	79850.txt	Лекции	1820	Математика
1194	4	68334.txt	Лекции	1128	История
1195	1	33941.txt	Лекции	201	История
1196	6	2012_01_27_malakhov_.txt	Лекции	11532	Политология
1197	2	company_dronk_blog_277564.txt	Блоги	690	Биология
1198	2	25271.txt	Лекции	2016	История
1199	1	41686.txt	Лекции	1407	Физика
1200	2	80147.txt	Лекции	2122	Математика
1201	2	49445.txt	Лекции	1046	История
1202	1	2005_02_02_mid_.txt	Лекции	8940	Социология
1203	2	50342.txt	Лекции	4876	История
1204	1	67756.txt	Лекции	596	Общее
1205	4	46310.txt	Лекции	1763	Философия
1206	1	49461.txt	Лекции	1122	Биология
1207	8	2010_07_21_katsnelson_.txt	Лекции	5862	Физика
1208	2	company_icover_blog_265620.txt	Блоги	1168	Общее
1209	8	2008_03_27_kaplun_.txt	Лекции	11271	Общее
1210	1	21275.txt	Лекции	179	Язык
1211	1	48343.txt	Лекции	1385	Культура
1212	3	2008_06_26_pain_.txt	Лекции	10518	Культура
1213	3	nplus1.ru-blog-2016-12-06-free-will-psychology.txt	Блоги	1569	Психология
1214	4	12490.txt	Лекции	1291	Биология
1215	1	69734.txt	Лекции	1658	Социология
1216	2	68270.txt	Лекции	3189	Физика
1217	1	16827.txt	Лекции	1356	Физика
1218	1	41680.txt	Лекции	1223	Культура
1219	3	nplus1.ru-blog-2015-04-07-matches.txt	Блоги	662	Общее
1220	1	66872.txt	Лекции	1489	Математика
1221	1	31201.txt	Лекции	1508	Социология
1222	3	78658.txt	Лекции	3265	Космос
1223	1	57205.txt	Лекции	1327	Физиология человека
1224	10	78776.txt	Лекции	1995	Экономика
1225	3	3322.txt	Лекции	855	Физиология человека
1226	2	81062.txt	Лекции	1968	Социология
1227	1	nplus1.ru-blog-2015-11-24-no-locality.txt	Блоги	1058	Общее
1228	1	37339.txt	Лекции	977	Социология
1229	3	company_icover_blog_265878.txt	Блоги	1413	Биология
1230	1	471.txt	Блоги	1469	Технологии
1231	1	471.txt	Лекции	916	Культура
1232	1	471.txt	Лекции	377	Физиология человека
1233	1	471.txt	Лекции	3224	Культура
1234	1	471.txt	Лекции	1265	Биология
1235	2	2006_08_04_grigoriev_.txt	Лекции	13245	Технологии
1236	1	24975.txt	Лекции	850	Философия
1237	31	43337.txt	Лекции	7207	Физика
1238	8	38344.txt	Лекции	4093	История
1239	8	76478.txt	Лекции	1484	Социология
1240	1	company_ua-hosting_blog_267010.txt	Блоги	3337	Computer Science
1241	1	82917.txt	Лекции	1512	Общее
1242	5	43680.txt	Лекции	1356	Культура
1243	1	2016_11_10_nikitin_anons_.txt	Лекции	283	Биология
1244	2	26594.txt	Лекции	2189	Социология
1245	2	31188.txt	Лекции	1048	Культура
1246	1	company_mailru_blog_276814.txt	Блоги	1221	Общее
1247	7	company_mailru_blog_279176.txt	Блоги	3695	Computer Science
1248	1	31207.txt	Лекции	362	Социология
1249	1	67988.txt	Лекции	1334	История
1250	6	41207.txt	Лекции	1208	История
1252	2	50386.txt	Лекции	2880	История
1253	1	40257.txt	Лекции	1292	История
1254	1	company_atlasbiomed_blog_278610.txt	Блоги	1058	Биология
1255	3	18337.txt	Лекции	648	Физика
1256	1	73461.txt	Лекции	1578	Физика
1257	1	31580.txt	Лекции	254	Культура
1258	1	47818.txt	Лекции	1266	Химия
1259	1	56627.txt	Лекции	1033	Физика
1260	2	11053.txt	Лекции	1505	Культура
1261	1	14236.txt	Лекции	1716	Общее
1262	4	2012_03_02_letarov_.txt	Лекции	13011	Биология
1263	2	62482.txt	Лекции	314	Космос
1264	1	company_piter_blog_267136.txt	Блоги	938	Космос
1265	2	company_pult_blog_294635.txt	Блоги	1486	Физика
1266	1	company_audiomania_blog_251530.txt	Блоги	576	Технологии
1267	1	12228.txt	Лекции	1319	Культура
1268	1	41673.txt	Лекции	1135	Биология
1269	1	79926.txt	Лекции	1661	Математика
1270	1	81955.txt	Лекции	842	Биология
1271	1	nplus1.ru-blog-2016-09-07-Flat.txt	Блоги	25	Биология
1272	1	18397.txt	Лекции	469	Общее
1273	2	company_dronk_blog_277306.txt	Блоги	1320	Биология
1274	4	2016_11_19_zhukov_lecture_.txt	Лекции	8342	Биология
1275	1	11622.txt	Лекции	1700	Биология
1276	3	2013_03_26_vladimir_selegey_.txt	Лекции	7367	Язык
1277	2	57866.txt	Лекции	1369	Социология
1278	1	50063.txt	Лекции	1216	История
1279	3	nplus1.ru-blog-2017-07-13-military-revolution-xvii.txt	Блоги	624	История
1280	2	31931.txt	Лекции	1146	Физика
1281	4	70612.txt	Лекции	1905	Социология
1282	2	company_scione_blog_280402.txt	Блоги	449	Физиология человека
1283	1	81312.txt	Лекции	1421	Философия
1284	2	55628.txt	Лекции	1037	Общее
